Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Status Code,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,Facility Type
ELEC,The Inn on Pamlico Sound - Tesla Destination,49684 Hwy 12,,Buxton,NC,27920,252-995-7030  877-798-3752,E,Public,,,,2,0,35.262552,-75.569361,06/10/2022,114658,2023-01-18 15:15:20 UTC,02/12/2014,J1772 TESLA,INN
ELEC,Carteret Crossing Shopping Center - Tesla Destination,313 WB McLean Dr,,Cape Carteret,NC,28584,910-239-5580  877-798-3752,E,Public,,,,2,0,34.69077,-77.067127,06/10/2022,114659,2023-01-18 15:15:20 UTC,16/09/2016,TESLA,SHOPPING_CENTER
ELEC,The Umstead Hotel and Spa - Tesla Destination,100 Woodland Pond Dr,,Cary,NC,27513,919-447-4000  877-798-3752,E,Public,,,,1,0,35.82945,-78.76476,06/10/2022,114660,2023-01-18 15:15:20 UTC,02/09/2015,TESLA,HOTEL
ELEC,The Mayton Inn - Tesla Destination,301 S Academy St,,Cary,NC,27511,919-670-5000  877-798-3752,E,Public,,,,3,0,35.784968,-78.780676,06/10/2022,114661,2023-01-18 15:15:20 UTC,21/03/2016,J1772 TESLA,INN
ELEC,The Ugly Dog Public House - Cashiers - Tesla Destination,25 Frank Allen Rd,,Cashiers,NC,28717,828-743-3000  877-798-3752,E,Public,,,,2,0,35.111098,-83.099145,06/10/2022,114662,2023-01-18 15:15:20 UTC,01/02/2016,J1772 TESLA,RESTAURANT
ELEC,The Inn at Governors Club - Tesla Destination,11470 Club Dr,,Chapel Hill,NC,27517,919-360-5321  877-798-3752,E,Public,,,,2,0,35.846885,-79.041415,06/10/2022,114664,2023-01-18 15:15:20 UTC,06/11/2015,J1772 TESLA,INN
ELEC,The Carolina Inn - Tesla Destination,211 Pittsboro St,,Chapel Hill,NC,27516,919-933-2001  877-798-3752,E,Public,,,,2,0,35.909583,-79.054686,06/10/2022,114665,2023-01-18 15:15:20 UTC,09/12/2015,J1772 TESLA,INN
ELEC,"The Franklin Hotel Chapel Hill, Curio Collection - Tesla Destination",311 W Franklin St,,Chapel Hill,NC,27516,919-442-9000  877-798-3752,E,Public,,,,8,0,35.911118,-79.060128,06/10/2022,114666,2023-01-18 15:15:20 UTC,30/11/2017,J1772 TESLA,HOTEL
ELEC,SpringHill Suites Charlotte Ballantyne Area - Tesla Destination,12325 Johnston Rd,,Charlotte,NC,28277,704-817-1500  877-798-3752,E,Public,,,,4,0,35.070875,-80.842091,06/10/2022,114667,2023-01-18 15:15:20 UTC,20/04/2016,J1772 TESLA,HOTEL
ELEC,Aloft Charlotte Ballantyne - Tesla Destination,13139 Ballantyne Corporate Pl,,Charlotte,NC,28277,704-247-2222  877-798-3752,E,Public,,,,3,0,35.0582012,-80.8446616,06/10/2022,114668,2023-01-18 15:15:20 UTC,15/01/2018,J1772 TESLA,HOTEL
ELEC,Embassy Suites Charlotte Ayrsley - Tesla Destination,1917 Ayrsley Town Blvd,,Charlotte,NC,28273,704-970-5400  877-798-3752,E,Public,,,,2,0,35.136731,-80.92999,06/10/2022,114669,2023-01-18 15:15:20 UTC,11/04/2017,TESLA,HOTEL
ELEC,Homewood Suites Charlotte Ayresly - Tesla Destination,1921 Ayrsley Town Blvd,,Charlotte,NC,28273,704-970-5500  877-798-3752,E,Public,,,,2,0,35.137302,-80.931188,06/10/2022,114670,2023-01-18 15:15:20 UTC,17/07/2017,TESLA,HOTEL
ELEC,Hyatt Place Charlotte Downtown - Tesla Destination,222 S Caldwell St,,Charlotte,NC,28202,704-227-0500  877-798-3752,E,Public,,,,2,0,35.222575,-80.841084,06/10/2022,114671,2023-01-18 15:15:20 UTC,16/06/2017,J1772 TESLA,HOTEL
ELEC,Renaissance Charlotte Suites Hotel - Tesla Destination,2800 Coliseum Centre Dr,,Charlotte,NC,28217,704-357-1414  877-798-3752,E,Public,,,,2,0,35.188152,-80.914969,06/10/2022,114672,2023-01-18 15:15:20 UTC,17/07/2017,J1772 TESLA,HOTEL
ELEC,Wingate By Wyndham Charlotte Airport I-85/I-485 - Tesla Destination,4238 Business Center Dr,,Charlotte,NC,28214,704-395-3600  877-798-3752,E,Public,,,,3,0,35.242709,-80.939556,06/10/2022,114673,2023-01-18 15:15:20 UTC,17/07/2017,J1772 TESLA,HOTEL
ELEC,Le Meridien Charlotte Hotel - Tesla Destination,555 S McDowell St,,Charlotte,NC,28204,704-362-9710  877-798-3752,E,Public,,,,2,0,35.216778,-80.837748,06/10/2022,114674,2023-01-18 15:15:20 UTC,03/01/2017,TESLA,HOTEL
ELEC,Crowne Plaza Charlotte Executive Park - Tesla Destination,5700 Westpark Dr,,Charlotte,NC,28217,704-527-9650  877-798-3752,E,Public,,,,6,0,35.159454,-80.889803,06/10/2022,114675,2023-01-18 15:15:20 UTC,10/01/2018,J1772 TESLA,HOTEL
ELEC,DoubleTree by Hilton Hotel Charlotte - Tesla Destination,895 W Trade St,,Charlotte,NC,28202,704-347-0070  877-798-3752,E,Public,,,,3,0,35.233065,-80.851861,06/10/2022,114676,2023-01-18 15:15:20 UTC,02/10/2017,J1772 TESLA,HOTEL
ELEC,Residence Inn & Courtyard by Marriott Charlotte Nort - Tesla Destination,9110 Harris Corners Pkwy,,Charlotte,NC,28208,704-719-9444  877-798-3752,E,Public,,,,2,0,35.346241,-80.842233,06/10/2022,114677,2023-01-18 15:15:20 UTC,28/08/2018,TESLA,HOTEL
ELEC,Cherokee Welcome Center - Tesla Destination,498 Tsali Blvd,,Cherokee,NC,28719,800-438-1601  877-798-3752,E,Public,,,,1,0,35.483174,-83.316004,06/10/2022,114678,2023-01-18 15:15:20 UTC,14/03/2016,TESLA,PARK
ELEC,Western Carolina University - Lot 30 - Tesla Destination,320 Memorial Dr,,Cullowhee,NC,28723,828-227-7411  877-798-3752,E,Public,,,,1,0,35.310532,-83.18503649,06/10/2022,114679,2023-01-18 15:15:20 UTC,06/06/2017,TESLA,COLLEGE_CAMPUS
ELEC,The Waterfront Shops - Tesla Destination,1240 Duck Rd,,Duck,NC,27949,252-256-0550  877-798-3752,E,Public,,,,4,0,36.1700359,-75.7567885,06/10/2022,114680,2023-01-18 15:15:20 UTC,18/10/2017,TESLA,SHOPPING_CENTER
ELEC,Sanderling Resort - Tesla Destination,1461 Duck Rd,,Duck,NC,27949,855-412-7866  877-798-3752,E,Public,,,,3,0,36.223442,-75.770782,06/10/2022,114681,2023-01-18 15:15:20 UTC,22/08/2017,J1772 TESLA,HOTEL
ELEC,Arrowhead Inn Bed & Breakfast - Tesla Destination,106 Mason Rd,,Durham,NC,27712,919-477-8430  877-798-3752,E,Public,,,,2,0,36.11826,-78.903672,06/10/2022,114682,2023-01-18 15:15:20 UTC,27/04/2015,J1772 TESLA,B_AND_B
ELEC,The King's Daughters Inn - Tesla Destination,204 N Buchanan Blvd,,Durham,NC,27701,877-534-8534  877-798-3752,E,Public,,,,3,0,36.003871,-78.91213,06/10/2022,114683,2023-01-18 15:15:20 UTC,18/11/2015,J1772 TESLA,INN
ELEC,Homewood Suites by Hilton Durham-Chapel Hill - Tesla Destination,3600 Mt. Moriah Rd,,Durham,NC,27707,919-401-0610  877-798-3752,E,Public,,,,2,0,35.949499,-78.995446,06/10/2022,114684,2023-01-18 15:15:20 UTC,09/11/2015,J1772 TESLA,HOTEL
ELEC,Elon University Inman Admissions Welcome Center - Tesla Destination,100 Campus Dr,,Elon,NC,27244,336-278-3566  877-798-3752,E,Public,,,,1,0,36.104778,-79.50363,06/10/2022,114685,2023-01-18 15:15:20 UTC,15/07/2015,TESLA,COLLEGE_CAMPUS
ELEC,Best Western Plus Greensboro Airport Hotel - Tesla Destination,7800 National Service Rd,,Greensboro,NC,27409,336-454-0333  877-798-3752,E,Public,,,,5,0,36.077033,-79.959879,06/10/2022,114686,2023-01-18 15:15:20 UTC,12/03/2018,J1772 TESLA,HOTEL
ELEC,Pinebrook Manor - Tesla Destination,2701 Kanuga Road,,Hendersonville,NC,28739,828-698-2707  877-798-3752,E,Public,,,,1,0,35.2793994,-82.4888109,06/10/2022,114687,2023-01-18 15:15:20 UTC,17/06/2015,TESLA,HOTEL
ELEC,200 Main - Tesla Destination,200 Main St,,Highlands,NC,28741,855-271-2809  877-798-3752,E,Public,,,,2,0,35.054647,-83.201175,06/10/2022,114688,2023-01-18 15:15:20 UTC,03/11/2017,J1772 TESLA,HOTEL
ELEC,The Ugly Dog Public House - Highlands - Tesla Destination,420 Spring St,,Highlands,NC,28741,828-526-8364  877-798-3752,E,Public,,,,2,0,35.050994,-83.197429,06/10/2022,114689,2023-01-18 15:15:20 UTC,24/08/2015,J1772 TESLA,RESTAURANT
ELEC,Old Edwards Inn and Spa - Tesla Destination,445 Main St,,Highlands,NC,28741,828-526-8008  877-798-3752,E,Public,,,,2,0,35.052297,-83.196938,06/10/2022,114690,2023-01-18 15:15:20 UTC,13/02/2015,J1772 TESLA,INN
ELEC,Holiday Inn Express & Suites Concord - Tesla Destination,2491 Wonder Dr NE,,Kannapolis,NC,28083,704-743-1080  877-798-3752,E,Public,,,,5,0,35.4640148,-80.5893789,06/10/2022,114691,2023-01-18 15:15:20 UTC,05/10/2017,J1772 TESLA,HOTEL
ELEC,Outer Banks Brewing Station - Tesla Destination,600 S Croatan Hwy,,Kill Devil Hills,NC,27948,252-449-2739  877-798-3752,E,Public,,,,3,0,36.009476,-75.659455,06/10/2022,114692,2023-01-18 15:15:20 UTC,30/10/2017,J1772 TESLA,BREWERY_DISTILLERY_WINERY
ELEC,Roanoke Island Inn - Tesla Destination,305 Fernando St,,Manteo,NC,27954,252-473-5511  877-798-3752,E,Public,,,,1,0,35.907631,-75.67063,06/10/2022,114693,2023-01-18 15:15:20 UTC,24/08/2016,TESLA,INN
ELEC,Holiday Inn Express Mooresville - Lake Norman - Tesla Destination,1300 Norman Station Blvd,,Mooresville,NC,28115,704-662-6900  877-798-3752,E,Public,,,,4,0,35.590989,-80.857206,06/10/2022,114694,2023-01-18 15:15:20 UTC,07/06/2017,J1772 TESLA,HOTEL
ELEC,Hilton Garden Inn Charlotte/Mooresville - Tesla Destination,159 Gateway Blvd,,Mooresville,NC,28117,704-663-6468  877-798-3752,E,Public,,,,9,0,35.5573581,-80.8571928,06/10/2022,114695,2023-01-18 15:15:20 UTC,22/11/2017,J1772 TESLA,HOTEL
ELEC,Harrah's Cherokee Valley River Casino - Tesla Destination,777 Casino Pkwy,,Murphy,NC,28906,828-422-7777  877-798-3752,E,Public,,,,24,0,35.114969,-83.992954,06/10/2022,114696,2023-01-18 15:15:20 UTC,21/06/2018,TESLA,OTHER_ENTERTAINMENT
ELEC,Carolina Colours Town Centre - Tesla Destination,2032 Waterscape Wy,,New Bern,NC,28562,910-239-5580  877-798-3752,E,Public,,,,2,0,35.01584,-77.009037,06/10/2022,114697,2023-01-18 15:15:20 UTC,01/11/2016,TESLA,SHOPPING_CENTER
ELEC,Hanna House Bed & Breakfast - Tesla Destination,218 Pollock St,,New Bern,NC,28560,252-635-3209  877-798-3752,E,Public,,,,1,0,35.106758,-77.037017,06/10/2022,114698,2023-01-18 15:15:20 UTC,21/03/2016,TESLA,B_AND_B
ELEC,The Aerie Bed and Breakfast - Tesla Destination,509 Pollock St,,New Bern,NC,28562,252-636-5553  877-798-3752,E,Public,,,,2,0,35.1067998,-77.04247,06/10/2022,114699,2023-01-18 15:15:20 UTC,02/04/2015,J1772 TESLA,B_AND_B
ELEC,TC Corriher Implement Co. - Tesla Destination,12 S Ashe Ave,,Newton,NC,28658,828-381-6571  877-798-3752,E,Public,,,,1,0,35.662822,-81.223768,06/10/2022,114700,2023-01-18 15:15:20 UTC,13/08/2015,TESLA,OFFICE_BLDG
ELEC,Pinehurst Resort - Tesla Destination,80 Carolina Vista Dr,,Pinehurst,NC,28374,910-295-6811  877-798-3752,E,Public,,,,4,0,35.19562,-79.473736,06/10/2022,114702,2023-01-18 15:15:20 UTC,04/01/2016,J1772 TESLA,HOTEL
ELEC,Aloft Raleigh - Tesla Destination,2100 Hillsborough St,,Raleigh,NC,27607,919-828-9900  877-798-3752,E,Public,,,,2,0,35.786773,-78.663311,06/10/2022,114703,2023-01-18 15:15:20 UTC,11/11/2015,J1772 TESLA,HOTEL
ELEC,Quality Inn Roanoke Rapids - Tesla Destination,1914 Julian R Allsbrook Hwy,,Roanoke Rapids,NC,27870,252-537-9927  877-798-3752,E,Public,,,,1,0,36.43214,-77.631891,06/10/2022,114704,2023-01-18 15:15:20 UTC,16/05/2017,TESLA,HOTEL
ELEC,Historic Tapoco Lodge - Tesla Destination,14981 Tapoco Rd,,Robbinsville,NC,28771,828-498-2800  877-798-3752,E,Public,,,,4,0,35.443635,-83.938445,06/10/2022,114705,2023-01-18 15:15:20 UTC,21/07/2016,J1772 TESLA,HOTEL
ELEC,Deal's Gap Motorcycle Resort - Tesla Destination,17555 Tapoco Rd,,Robbinsville,NC,28771,800-889-5550  877-798-3752,E,Public,,,,1,0,35.466445,-83.920015,06/10/2022,114706,2023-01-18 15:15:20 UTC,28/07/2014,TESLA,HOTEL
ELEC,Snowbird Mountain Lodge - Tesla Destination,4633 Santeetlah Rd,,Robbinsville,NC,28771,828-479-3433  877-798-3752,E,Public,,,,4,0,35.342588,-83.890898,06/10/2022,114707,2023-01-18 15:15:20 UTC,22/06/2015,J1772 TESLA,HOTEL
ELEC,Hampton Inn Salisbury - Tesla Destination,1001 Klumac Rd,,Salisbury,NC,28147,704-637-8000  877-798-3752,E,Public,,,,2,0,35.642388,-80.484833,06/10/2022,114708,2023-01-18 15:15:20 UTC,10/12/2015,TESLA,HOTEL
ELEC,"The Orchard Inn, a Select Registry Property - Tesla Destination",100 Orchard Inn Ln,,Saluda,NC,28773,828-749-5471  877-798-3752,E,Public,,,,2,0,35.229295,-82.335268,06/10/2022,114709,2023-01-18 15:15:20 UTC,27/10/2014,J1772 TESLA,INN
ELEC,Hampton Inn Selma/Smithfield I-95 - Tesla Destination,1695 Outlet Center Dr,,Selma,NC,27576,919-965-6151  877-798-3752,E,Public,,,,4,0,35.517803,-78.295406,06/10/2022,114710,2023-01-18 15:15:20 UTC,29/11/2017,J1772 TESLA,HOTEL
ELEC,Residence Inn by Marriott Pinehurst Southern Pines - Tesla Destination,105 Brucewood Rd,,Southern Pines,NC,28387,910-693-3400  877-798-3752,E,Public,,,,8,0,35.1728307,-79.4246222,06/10/2022,114711,2023-01-18 15:15:20 UTC,20/02/2018,J1772 TESLA,HOTEL
ELEC,National Athletic Village - Tesla Destination,201 Air Tool Dr,,Southern Pines,NC,28387,910-585-3212  877-798-3752,E,Public,,,,2,0,35.194297,-79.373228,06/10/2022,114712,2023-01-18 15:15:20 UTC,30/03/2017,TESLA,PARK
ELEC,Comfort Suites Southport - Tesla Destination,4963 Southport-Supply Rd SE,,Southport,NC,28461,910-454-7444  877-798-3752,E,Public,,,,3,0,33.9522552,-78.0514828,06/10/2022,114713,2023-01-18 15:15:20 UTC,18/12/2017,J1772 TESLA,HOTEL
ELEC,"1906 Pine Crest Inn, a Select Registry Property - Tesla Destination",85 Pine Crest Ln,,Tryon,NC,28782,800-633-3001  877-798-3752,E,Public,,,,2,0,35.208469,-82.233456,06/10/2022,114714,2023-01-18 15:15:20 UTC,28/03/2016,J1772 TESLA,INN
ELEC,Candlewood Suites Wake Forest Raleigh Area - Tesla Destination,12050 Retail Dr,,Wake Forest,NC,27587,919-554-6901  877-798-3752,E,Public,,,,4,0,35.976409,-78.542788,06/10/2022,114715,2023-01-18 15:15:20 UTC,13/02/2017,J1772 TESLA,HOTEL
ELEC,The Swag - Tesla Destination,2300 Swag Rd,,Waynesville,NC,28785,828-926-0430  877-798-3752,E,Public,,,,1,0,35.573886,-83.093919,06/10/2022,114716,2023-01-18 15:15:20 UTC,01/06/2015,TESLA,HOTEL
ELEC,Inn On Main - Tesla Destination,88 S Main St,,Weaverville,NC,28787,828-645-4935  877-798-3752,E,Public,,,,1,0,35.6927437,-82.559905,06/10/2022,114717,2023-01-18 15:15:20 UTC,02/05/2018,TESLA,INN
ELEC,Red Oak Brewery - Tesla Destination,6901 Konica Dr,,Whitsett,NC,27377,336-447-2055  877-798-3752,E,Public,,,,6,0,36.061886,-79.5705922,06/10/2022,114718,2023-01-18 15:15:20 UTC,25/05/2018,J1772 TESLA,BREWERY_DISTILLERY_WINERY
ELEC,The Forum - Tesla Destination,1125 Military Cutoff Rd,,Wilmington,NC,28405,910-256-2211  877-798-3752,E,Public,,,,2,0,34.235388,-77.82831,06/10/2022,114719,2023-01-18 15:15:20 UTC,24/06/2015,TESLA,SHOPPING_CENTER
ELEC,Ceviche's - Tesla Destination,7210 Wrightsville Ave,,Wilmington,NC,28403,910-256-3131  877-798-3752,E,Public,,,,1,0,34.219908,-77.817552,06/10/2022,114720,2023-01-18 15:15:20 UTC,18/04/2017,TESLA,RESTAURANT
ELEC,Southeastern Center for Contemporary Art (SECCA) - Tesla Destination,750 Marguerite Dr,,Winston-Salem,NC,27106,336-725-1904  877-798-3752,E,Public,,,,2,0,36.119675,-80.289502,06/10/2022,114721,2023-01-18 15:15:20 UTC,31/08/2015,J1772 TESLA,MUSEUM
ELEC,Holiday Inn Express & Suites Nashville SE Antioch - Tesla Destination,201 Crossings Pl,,Antioch,TN,37013,615-731-2361  877-798-3752,E,Public,,,,8,0,36.0439915,-86.6480986,06/10/2022,115575,2023-01-18 15:15:20 UTC,29/11/2017,J1772 TESLA,HOTEL
ELEC,Hampton Inn Nashville-I-24 Hickory Hollow - Tesla Destination,210 Crossings Pl,,Antioch,TN,37013,615-731-9911  877-798-3752,E,Public,,,,5,0,36.0448739,-86.6479546,06/10/2022,115576,2023-01-18 15:15:20 UTC,05/10/2017,J1772 TESLA,HOTEL
ELEC,DelMonaco Winery & Vineyards - Tesla Destination,600 Lance Dr,,Baxter,TN,38544,931-858-1177  877-798-3752,E,Public,,,,3,0,36.163439,-85.615665,06/10/2022,115577,2023-01-18 15:15:20 UTC,01/02/2018,TESLA,BREWERY_DISTILLERY_WINERY
ELEC,Hampton Inn & Suites Chattanooga/ Downtown - Tesla Destination,400 Chestnut St,,Chattanooga,TN,37402,423-693-0501  877-798-3752,E,Public,,,,3,0,35.0517332,-85.3113814,06/10/2022,115578,2023-01-18 15:15:20 UTC,25/05/2018,J1772 TESLA,HOTEL
ELEC,DoubleTree by Hilton Chattanooga Downtown - Tesla Destination,407 Chestnut St,,Chattanooga,TN,37402,423-756-5150  877-798-3752,E,Public,,,,4,0,35.0512209,-85.3124976,06/10/2022,115579,2023-01-18 15:15:20 UTC,26/03/2018,J1772 TESLA,HOTEL
ELEC,Holiday Inn & Suites Chattanooga Downtown - Tesla Destination,434 Chestnut St,,Chattanooga,TN,37402,423-777-5858  877-798-3752,E,Public,,,,3,0,35.051119,-85.311229,06/10/2022,115580,2023-01-18 15:15:20 UTC,16/11/2016,J1772 TESLA,HOTEL
ELEC,Home2 Suites by Hilton Clarksville/Ft. Campbell - Tesla Destination,"3020 Mr. ""C"" Dr",,Clarksville,TN,37040,931-645-7771  877-798-3752,E,Public,,,,10,0,36.5930397,-87.2863968,06/10/2022,115581,2023-01-18 15:15:20 UTC,02/10/2017,J1772 TESLA,HOTEL
ELEC,Old Glory Distilling Co. - Tesla Destination,451 Alfred Thun Rd,,Clarksville,TN,37040,931-919-2522  877-798-3752,E,Public,,,,2,0,36.596445,-87.277796,06/10/2022,115582,2023-01-18 15:15:20 UTC,07/03/2016,J1772 TESLA,BREWERY_DISTILLERY_WINERY
ELEC,Stonehaus Winery - Tesla Destination,2444 Genesis Rd,,Crossville,TN,38571,931-484-8461  877-798-3752,E,Public,,,,2,0,35.985032,-85.010353,06/10/2022,115584,2023-01-18 15:15:20 UTC,18/03/2016,J1772 TESLA,BREWERY_DISTILLERY_WINERY
ELEC,Comfort Inn Dickson - Tesla Destination,1085 E Christi Dr,,Dickson,TN,37055,615-740-1000  877-798-3752,E,Public,,,,10,0,36.0221579,-87.3347879,06/10/2022,115585,2023-01-18 15:15:20 UTC,12/03/2018,J1772 TESLA,HOTEL
ELEC,Home2 Suites by Hilton Nashville Franklin - Tesla Destination,107 International Dr,,Franklin,TN,37067,615-771-8032  877-798-3752,E,Public,,,,8,0,35.9559429,-86.8054694,06/10/2022,115586,2023-01-18 15:15:20 UTC,12/02/2018,J1772 TESLA,HOTEL
ELEC,Hampton Inn & Suites Nashville/Franklin/Cool Springs - Tesla Destination,7141 South Springs Dr,,Franklin,TN,37067,615-771-7225  877-798-3752,E,Public,,,,2,0,35.952404,-86.813731,06/10/2022,115587,2023-01-18 15:15:20 UTC,03/11/2016,TESLA,HOTEL
ELEC,Hilton Garden Inn Nashville Franklin/ Cool Springs - Tesla Destination,9150 Carothers Pkwy,,Franklin,TN,37067,615-656-2700  877-798-3752,E,Public,,,,2,0,35.959448,-86.800246,06/10/2022,115588,2023-01-18 15:15:20 UTC,17/07/2017,J1772 TESLA,HOTEL
ELEC,Wildwood Resort & Marina - Tesla Destination,7316 Granville Hwy,,Granville,TN,38564,931-653-4360  877-798-3752,E,Public,,,,2,0,36.2712,-85.7953,06/10/2022,115589,2023-01-18 15:15:20 UTC,15/10/2018,TESLA,HOTEL
ELEC,General Morgan Inn - Tesla Destination,111 N Main St,,Greeneville,TN,37743,423-787-1000  877-798-3752,E,Public,,,,3,0,36.163621,-82.830959,06/10/2022,115590,2023-01-18 15:15:20 UTC,16/02/2017,TESLA,INN
ELEC,Holiday Inn Express & Suites Chattanooga-Hixson - Tesla Destination,4820 Hixson Pike,,Hixson,TN,37343,423-877-6464  877-798-3752,E,Public,,,,6,0,35.127276,-85.246608,06/10/2022,115591,2023-01-18 15:15:20 UTC,02/05/2018,J1772 TESLA,HOTEL
ELEC,Hilton Garden Inn Jackson - Tesla Destination,1324 Vann Dr,,Jackson,TN,38305,731-868-3500  877-798-3752,E,Public,,,,3,0,35.66221,-88.861765,06/10/2022,115592,2023-01-18 15:15:20 UTC,19/06/2018,J1772 TESLA,HOTEL
ELEC,Rush Street Neighborhood Grill - Tesla Destination,1229 E Stone Dr,,Kingsport,TN,37660,423-247-3184  877-798-3752,E,Public,,,,2,0,36.549767,-82.525923,06/10/2022,115593,2023-01-18 15:15:20 UTC,15/05/2017,J1772 TESLA,RESTAURANT
ELEC,MeadowView Conference Resort & Convention Center - Tesla Destination,1901 Meadowview Pkwy,,Kingsport,TN,37664,423-578-6600  877-798-3752,E,Public,,,,3,0,36.506546,-82.568279,06/10/2022,115594,2023-01-18 15:15:20 UTC,05/07/2017,J1772 TESLA,HOTEL
ELEC,The Tennessean Hotel - Tesla Destination,531 Henley St,,Knoxville,TN,37902,865-232-1800  877-798-3752,E,Public,,,,2,0,35.9623888,-83.923282,06/10/2022,115595,2023-01-18 15:15:20 UTC,05/09/2017,TESLA,HOTEL
ELEC,Embassy Suites Knoxville West - Tesla Destination,9621 Parkside Dr,,Knoxville,TN,37922,865-246-2309  877-798-3752,E,Public,,,,10,0,35.9131838,-84.1068105,06/10/2022,115596,2023-01-18 15:15:20 UTC,22/11/2017,J1772 TESLA,HOTEL
ELEC,Mountain Motorsports - Tesla Destination,3422 Adventure Ln,,Kodak,TN,37764,865-932-7433  877-798-3752,E,Public,,,,1,0,35.98178,-83.613345,06/10/2022,115597,2023-01-18 15:15:20 UTC,30/12/2014,TESLA,OTHER_ENTERTAINMENT
ELEC,The Peabody Hotel - Tesla Destination,149 Union Ave,,Memphis,TN,38103,901-529-4000  877-798-3752,E,Public,,,,2,0,35.142409,-90.051998,06/10/2022,115598,2023-01-18 15:15:20 UTC,15/07/2016,J1772 TESLA,HOTEL
ELEC,La Quinta Inn & Suites Memphis Wolfchase - Tesla Destination,2839 New Brunswick Rd,,Memphis,TN,38133,901-377-2772  877-798-3752,E,Public,,,,3,0,35.203262,-89.778509,06/10/2022,115599,2023-01-18 15:15:20 UTC,07/07/2017,J1772 TESLA,HOTEL
ELEC,Hyatt Place Memphis Wolfchase Galleria - Tesla Destination,7905 Giacosa Pl,,Memphis,TN,38133,901-371-0010  877-798-3752,E,Public,,,,2,0,35.196114,-89.797391,06/10/2022,115600,2023-01-18 15:15:20 UTC,01/03/2017,J1772 TESLA,HOTEL
ELEC,Best Western Galleria Inn & Suites - Tesla Destination,8635 US-64,,Memphis,TN,38133,901-372-0000  877-798-3752,E,Public,,,,4,0,35.20374,-89.775131,06/10/2022,115601,2023-01-18 15:15:20 UTC,30/08/2017,J1772 TESLA,HOTEL
ELEC,Hilton Garden Inn Murfreesboro - Tesla Destination,1335 Conference Center Boulevard,,Murfreesboro,TN,37129,615-225-2345  877-798-3752,E,Public,,,,12,0,35.8644112,-86.4508482,06/10/2022,115602,2023-01-18 15:15:20 UTC,19/10/2017,J1772 TESLA,HOTEL
ELEC,Hilton Nashville Downtown - Tesla Destination,121 4th Ave S,,Nashville,TN,37201,615-620-1000  877-798-3752,E,Public,,,,4,0,36.159949,-86.777271,06/10/2022,115603,2023-01-18 15:15:20 UTC,17/04/2017,J1772 TESLA,HOTEL
ELEC,Urban Cookhouse Nashville - Tesla Destination,1907 Broadway,,Nashville,TN,37203,615-953-6449  877-798-3752,E,Public,,,,1,0,36.150445,-86.79679,06/10/2022,115605,2023-01-18 15:15:20 UTC,26/09/2017,TESLA,RESTAURANT
ELEC,The Hermitage Hotel - Tesla Destination,231 6th Ave N,,Nashville,TN,37219,615-244-3121  877-798-3752,E,Public,,,,2,0,36.163688,-86.782274,06/10/2022,115606,2023-01-18 15:15:20 UTC,21/03/2016,J1772 TESLA,HOTEL
ELEC,Gaylord Opryland Resort & Convention Center - Tesla Destination,2800 Opryland Dr,,Nashville,TN,37214,615-889-1000  877-798-3752,E,Public,,,,3,0,36.212449,-86.696838,06/10/2022,115608,2023-01-18 15:15:20 UTC,15/07/2016,J1772 TESLA,HOTEL
ELEC,Thompson Nashville - Tesla Destination,401 11th Ave S,,Nashville,TN,37203,615-262-6000  877-798-3752,E,Public,,,,4,0,36.152491,-86.784039,06/10/2022,115609,2023-01-18 15:15:20 UTC,12/07/2018,TESLA,HOTEL
ELEC,Hotel Preston - Tesla Destination,733 Briley Pkwy,,Nashville,TN,37217,615-361-5900  877-798-3752,E,Public,,,,8,0,36.1420023,-86.7013478,06/10/2022,115610,2023-01-18 15:15:20 UTC,09/02/2018,J1772 TESLA,HOTEL
ELEC,Fairfield Inn & Suites Nashville Downtown/The Gulch - Tesla Destination,901 Division St,,Nashville,TN,37203,615-690-1740  877-798-3752,E,Public,,,,6,0,36.15033,-86.781542,06/10/2022,115611,2023-01-18 15:15:20 UTC,08/06/2017,J1772 TESLA,HOTEL
ELEC,Christopher Place Resort - Tesla Destination,1500 Pinnacles Way,,Newport,TN,37821,423-623-6555  877-798-3752,E,Public,,,,2,0,35.920625,-83.252367,06/10/2022,115612,2023-01-18 15:15:20 UTC,15/06/2015,J1772 TESLA,HOTEL
ELEC,The Inn at Christmas Place - Tesla Destination,119 Christmas Tree Ln,,Pigeon Forge,TN,37863,888-465-9644  877-798-3752,E,Public,,,,4,0,35.809438,-83.576405,06/10/2022,115613,2023-01-18 15:15:20 UTC,31/08/2015,J1772 TESLA,INN
ELEC,Margaritaville - Tesla Destination,130 The Island Dr,,Pigeon Forge,TN,37863,865-210-8530  877-798-3752,E,Public,,,,4,0,35.802613,-83.568554,06/10/2022,115614,2023-01-18 15:15:20 UTC,14/04/2016,J1772 TESLA,HOTEL
